user_id,timestamp,line_current,neutral_current,power_consumed,remaining_tokens
DHARAN-001,2026-01-02 03:00:00+05:45,6.1724,6.1604,1.4731,264.6032
DHARAN-001,2026-01-02 04:00:00+05:45,5.9373,5.926,1.409,263.1942
DHARAN-001,2026-01-02 05:00:00+05:45,6.546,6.5275,1.554,261.6402
DHARAN-001,2026-01-02 06:00:00+05:45,11.4163,11.4047,2.7191,258.9211
DHARAN-001,2026-01-02 07:00:00+05:45,10.9772,10.9738,2.6297,256.2914
DHARAN-001,2026-01-02 08:00:00+05:45,10.3783,10.3601,2.4805,253.8109
DHARAN-001,2026-01-02 09:00:00+05:45,10.6134,10.588,2.5306,251.2803
DHARAN-001,2026-01-02 10:00:00+05:45,6.3704,6.3629,1.5097,249.7705
DHARAN-001,2026-01-02 11:00:00+05:45,6.379,6.3667,1.5278,248.2427
DHARAN-001,2026-01-02 12:00:00+05:45,6.8749,6.8564,1.6533,246.5894
DHARAN-001,2026-01-02 13:00:00+05:45,6.6166,6.6131,1.581,245.0083
DHARAN-001,2026-01-02 14:00:00+05:45,6.5357,6.5188,1.5612,243.4472
DHARAN-001,2026-01-02 15:00:00+05:45,6.5956,6.5825,1.5551,241.8921
DHARAN-001,2026-01-02 16:00:00+05:45,6.0118,5.9951,1.4297,240.4624
DHARAN-001,2026-01-02 17:00:00+05:45,7.2389,7.2211,1.7156,238.7468
DHARAN-001,2026-01-02 18:00:00+05:45,13.4049,13.395,3.203,235.5438
DHARAN-001,2026-01-02 19:00:00+05:45,12.2324,12.2284,2.9162,232.6276
DHARAN-001,2026-01-02 20:00:00+05:45,13.0262,13.023,3.1036,229.524
DHARAN-001,2026-01-02 21:00:00+05:45,12.2157,12.194,2.9055,226.6185
DHARAN-001,2026-01-02 22:00:00+05:45,13.8379,13.8196,3.267,223.3515
DHARAN-001,2026-01-02 23:00:00+05:45,5.9365,5.9193,1.4338,221.9178
DHARAN-001,2026-01-03 00:00:00+05:45,6.0942,6.0841,1.4549,220.4628
DHARAN-001,2026-01-03 01:00:00+05:45,6.4922,6.4759,1.5356,218.9272
DHARAN-001,2026-01-03 02:00:00+05:45,6.3991,6.3975,1.5335,217.3938
DHARAN-001,2026-01-03 03:00:00+05:45,6.2732,6.2441,1.4941,215.8996
DHARAN-001,2026-01-03 04:00:00+05:45,6.6255,6.6145,1.5681,214.3315
DHARAN-001,2026-01-03 05:00:00+05:45,5.8847,5.8755,1.4103,212.9212
DHARAN-001,2026-01-03 06:00:00+05:45,12.1247,12.103,2.8947,210.0265
DHARAN-001,2026-01-03 07:00:00+05:45,10.667,10.649,2.5309,207.4956
DHARAN-001,2026-01-03 08:00:00+05:45,11.0043,10.9945,2.6205,204.8752
DHARAN-001,2026-01-03 09:00:00+05:45,11.2915,11.2863,2.6928,202.1824
DHARAN-001,2026-01-03 10:00:00+05:45,5.8833,5.8557,1.3991,200.7832
DHARAN-001,2026-01-03 11:00:00+05:45,6.5964,6.5791,1.5717,199.2115
DHARAN-001,2026-01-03 12:00:00+05:45,7.1875,7.1758,1.7092,197.5023
DHARAN-001,2026-01-03 13:00:00+05:45,7.0952,7.0679,1.6853,195.8171
DHARAN-001,2026-01-03 14:00:00+05:45,6.5639,6.5598,1.5745,194.2426
DHARAN-001,2026-01-03 15:00:00+05:45,7.4215,7.408,1.7506,192.492
DHARAN-001,2026-01-03 16:00:00+05:45,6.3858,6.3797,1.5065,190.9854
DHARAN-001,2026-01-03 17:00:00+05:45,6.0953,6.0834,1.4451,189.5403
DHARAN-001,2026-01-03 18:00:00+05:45,12.7059,12.6882,3.0268,186.5136
DHARAN-001,2026-01-03 19:00:00+05:45,13.428,13.4078,3.1963,183.3173
DHARAN-001,2026-01-03 20:00:00+05:45,11.6797,11.6715,2.7814,180.5359
DHARAN-001,2026-01-03 21:00:00+05:45,12.0656,12.0532,2.8811,177.6548
DHARAN-001,2026-01-03 22:00:00+05:45,13.1235,13.1083,3.1373,174.5175
DHARAN-001,2026-01-03 23:00:00+05:45,6.2634,6.2403,1.4944,173.0231
DHARAN-001,2026-01-04 00:00:00+05:45,6.8452,6.8314,1.6171,171.4061
DHARAN-001,2026-01-04 01:00:00+05:45,6.1608,6.1439,1.469,169.9371
DHARAN-001,2026-01-04 02:00:00+05:45,6.5661,6.5504,1.5737,168.3634
DHARAN-001,2026-01-04 03:00:00+05:45,6.7362,6.7062,1.5799,166.7835
DHARAN-001,2026-01-04 04:00:00+05:45,6.079,6.0757,1.4501,165.3334
DHARAN-001,2026-01-04 05:00:00+05:45,6.2354,6.2108,1.4816,163.8518
DHARAN-001,2026-01-04 06:00:00+05:45,10.6912,10.689,2.5518,161.3
DHARAN-001,2026-01-04 07:00:00+05:45,10.9604,10.9496,2.6197,158.6803
DHARAN-001,2026-01-04 08:00:00+05:45,10.6391,10.6382,2.534,156.1462
DHARAN-001,2026-01-04 09:00:00+05:45,10.4306,10.4259,2.4632,153.683
DHARAN-001,2026-01-04 10:00:00+05:45,6.0412,6.003,1.4209,152.2622
DHARAN-001,2026-01-04 11:00:00+05:45,5.9153,5.8976,1.4119,150.8502
DHARAN-001,2026-01-04 12:00:00+05:45,7.3523,7.3393,1.7599,149.0903
DHARAN-001,2026-01-04 13:00:00+05:45,6.9297,6.9177,1.6458,147.4445
DHARAN-001,2026-01-04 14:00:00+05:45,6.3981,6.385,1.5364,145.9081
DHARAN-001,2026-01-04 15:00:00+05:45,6.3955,6.385,1.5205,144.3875
DHARAN-001,2026-01-04 16:00:00+05:45,6.7987,6.7824,1.6091,142.7785
DHARAN-001,2026-01-04 17:00:00+05:45,6.6999,6.6849,1.5947,141.1837
DHARAN-001,2026-01-04 18:00:00+05:45,12.364,12.3497,2.9408,138.243
DHARAN-001,2026-01-04 19:00:00+05:45,13.8329,13.8148,3.2786,134.9644
DHARAN-001,2026-01-04 20:00:00+05:45,12.2859,12.2614,2.9358,132.0286
DHARAN-001,2026-01-04 21:00:00+05:45,12.8666,12.8656,3.0589,128.9697
DHARAN-001,2026-01-04 22:00:00+05:45,13.2006,13.1945,3.1387,125.831
DHARAN-001,2026-01-04 23:00:00+05:45,6.2934,6.278,1.4959,124.3351
DHARAN-001,2026-01-05 00:00:00+05:45,6.3691,6.3561,1.5174,122.8177
DHARAN-001,2026-01-05 01:00:00+05:45,6.6563,6.6507,1.5708,121.2469
DHARAN-001,2026-01-05 02:00:00+05:45,6.4082,6.3908,1.5241,119.7228
DHARAN-001,2026-01-05 03:00:00+05:45,6.2628,6.2452,1.5079,118.2149
DHARAN-001,2026-01-05 04:00:00+05:45,7.3297,7.3078,1.7598,116.4551
DHARAN-001,2026-01-05 05:00:00+05:45,6.3525,6.3459,1.5131,114.9421
DHARAN-001,2026-01-05 06:00:00+05:45,10.9683,10.9486,2.5991,112.3429
DHARAN-001,2026-01-05 07:00:00+05:45,12.005,11.9865,2.8471,109.4958
DHARAN-001,2026-01-05 08:00:00+05:45,11.9814,11.9597,2.8485,106.6473
DHARAN-001,2026-01-05 09:00:00+05:45,10.938,10.9286,2.6037,104.0436
DHARAN-001,2026-01-05 10:00:00+05:45,6.9721,6.9509,1.6713,102.3724
DHARAN-001,2026-01-05 11:00:00+05:45,6.4713,6.4503,1.5296,100.8428
DHARAN-001,2026-01-05 12:00:00+05:45,7.4673,7.4649,1.771,99.0718
DHARAN-001,2026-01-05 13:00:00+05:45,6.4399,6.429,1.5445,97.5273
DHARAN-001,2026-01-05 14:00:00+05:45,7.3077,7.2983,1.7338,95.7935
DHARAN-001,2026-01-05 15:00:00+05:45,6.0109,6.0056,1.4309,94.3626
DHARAN-001,2026-01-05 16:00:00+05:45,6.1947,6.1705,1.472,92.8906
DHARAN-001,2026-01-05 17:00:00+05:45,6.7357,6.7182,1.6256,91.2651
DHARAN-001,2026-01-05 18:00:00+05:45,12.7678,12.7399,3.036,88.2291
DHARAN-001,2026-01-05 19:00:00+05:45,11.6515,11.6317,2.7798,85.4493
DHARAN-001,2026-01-05 20:00:00+05:45,11.9769,11.9589,2.8376,82.6117
DHARAN-001,2026-01-05 21:00:00+05:45,13.1188,13.0973,3.129,79.4827
DHARAN-001,2026-01-05 22:00:00+05:45,13.2628,13.2459,3.1556,76.3271
DHARAN-001,2026-01-05 23:00:00+05:45,6.6222,6.6084,1.5849,74.7422
DHARAN-001,2026-01-06 00:00:00+05:45,6.459,6.436,1.5342,73.208
DHARAN-001,2026-01-06 01:00:00+05:45,5.982,5.9551,1.4255,71.7825
DHARAN-001,2026-01-06 02:00:00+05:45,6.1128,6.0962,1.4633,70.3193
DHARAN-001,2026-01-06 03:00:00+05:45,6.9465,6.9209,1.6538,68.6654
DHARAN-001,2026-01-06 04:00:00+05:45,6.986,6.9666,1.6553,67.0101
DHARAN-001,2026-01-06 05:00:00+05:45,7.6854,7.6844,1.8318,65.1783
DHARAN-001,2026-01-06 06:00:00+05:45,11.8751,11.8592,2.8318,62.3465
DHARAN-001,2026-01-06 07:00:00+05:45,11.6808,11.6758,2.7964,59.5501
DHARAN-001,2026-01-06 08:00:00+05:45,10.246,10.2275,2.4471,57.1031
DHARAN-001,2026-01-06 09:00:00+05:45,11.3601,11.3564,2.7022,54.4009
DHARAN-001,2026-01-06 10:00:00+05:45,5.3584,5.3472,1.2753,53.1256
DHARAN-001,2026-01-06 11:00:00+05:45,6.7801,6.764,1.6076,51.518
DHARAN-001,2026-01-06 12:00:00+05:45,6.9128,6.8935,1.6437,49.8743
DHARAN-001,2026-01-06 13:00:00+05:45,6.1582,6.1416,1.4679,48.4063
DHARAN-001,2026-01-06 14:00:00+05:45,6.9183,6.8991,1.651,46.7554
DHARAN-001,2026-01-06 15:00:00+05:45,6.3818,6.3602,1.5206,45.2348
DHARAN-001,2026-01-06 16:00:00+05:45,5.4641,5.461,1.3133,43.9214
DHARAN-001,2026-01-06 17:00:00+05:45,5.3172,5.2962,1.2725,42.649
DHARAN-001,2026-01-06 18:00:00+05:45,12.5793,12.5556,2.9932,39.6558
DHARAN-001,2026-01-06 19:00:00+05:45,13.3814,13.3555,3.1867,36.4691
DHARAN-001,2026-01-06 20:00:00+05:45,12.7279,12.7177,3.0384,33.4307
DHARAN-001,2026-01-06 21:00:00+05:45,11.9333,11.9211,2.8497,30.5809
DHARAN-001,2026-01-06 22:00:00+05:45,13.1888,13.1849,3.1238,27.4571
DHARAN-001,2026-01-06 23:00:00+05:45,6.6769,6.6581,1.5996,25.8575
DHARAN-001,2026-01-07 00:00:00+05:45,6.3812,6.3588,1.5368,24.3207
DHARAN-001,2026-01-07 01:00:00+05:45,6.1942,6.1878,1.4799,22.8408
DHARAN-001,2026-01-07 02:00:00+05:45,6.2079,6.1944,1.474,21.3668
DHARAN-001,2026-01-07 03:00:00+05:45,6.7006,6.6751,1.5919,19.7749
DHARAN-001,2026-01-07 04:00:00+05:45,6.2887,6.2651,1.5114,18.2635
DHARAN-001,2026-01-07 05:00:00+05:45,6.398,6.3799,1.5127,16.7508
DHARAN-001,2026-01-07 06:00:00+05:45,11.0327,11.0021,2.6235,14.1273
DHARAN-001,2026-01-07 07:00:00+05:45,12.1344,12.1181,2.8885,11.2388
DHARAN-001,2026-01-07 08:00:00+05:45,11.5934,11.5758,2.7684,8.4704
DHARAN-001,2026-01-07 09:00:00+05:45,11.0844,11.076,2.6361,5.8343
DHARAN-001,2026-01-07 10:00:00+05:45,5.6364,5.6304,1.3618,4.4725
DHARAN-001,2026-01-07 11:00:00+05:45,6.2776,6.2471,1.4975,2.9751
DHARAN-001,2026-01-07 12:00:00+05:45,7.0394,7.0217,1.6852,1.2898
DHARAN-001,2026-01-07 13:00:00+05:45,6.304,6.2875,1.5037,0.0
DHARAN-001,2026-01-07 14:00:00+05:45,6.819,6.7955,1.6268,0.0
DHARAN-001,2026-01-07 15:00:00+05:45,5.9452,5.9094,1.4155,0.0
DHARAN-001,2026-01-07 16:00:00+05:45,6.6903,6.6745,1.5793,0.0
DHARAN-001,2026-01-07 17:00:00+05:45,6.8109,6.7973,1.6222,0.0
DHARAN-001,2026-01-07 18:00:00+05:45,12.3393,12.3311,2.9338,0.0
DHARAN-001,2026-01-07 19:00:00+05:45,13.0938,13.0759,3.1072,0.0
DHARAN-001,2026-01-07 20:00:00+05:45,12.5889,12.5763,2.993,0.0
DHARAN-001,2026-01-07 21:00:00+05:45,13.1132,13.1009,3.1396,0.0
DHARAN-001,2026-01-07 22:00:00+05:45,11.6518,11.6259,2.7885,0.0
DHARAN-001,2026-01-07 23:00:00+05:45,6.9429,6.9399,1.6599,0.0
DHARAN-001,2026-01-08 00:00:00+05:45,5.0046,4.9703,1.1968,0.0
DHARAN-001,2026-01-08 01:00:00+05:45,6.7173,6.6986,1.6047,0.0
DHARAN-001,2026-01-08 02:00:00+05:45,5.7219,5.7061,1.3652,0.0
DHARAN-001,2026-01-08 03:00:00+05:45,6.5087,6.491,1.5422,0.0
DHARAN-001,2026-01-08 04:00:00+05:45,6.8298,6.8076,1.6327,0.0
DHARAN-001,2026-01-08 05:00:00+05:45,7.3027,7.2948,1.748,0.0
DHARAN-001,2026-01-08 06:00:00+05:45,11.7504,11.7242,2.7995,0.0
DHARAN-001,2026-01-08 07:00:00+05:45,10.92,10.904,2.5861,0.0
DHARAN-001,2026-01-08 08:00:00+05:45,11.2776,11.2655,2.6702,0.0
DHARAN-001,2026-01-08 09:00:00+05:45,10.5926,10.574,2.5263,0.0
DHARAN-001,2026-01-08 10:00:00+05:45,5.7569,5.7462,1.3646,0.0
DHARAN-001,2026-01-08 11:00:00+05:45,7.0032,6.9945,1.6902,0.0
DHARAN-001,2026-01-08 12:00:00+05:45,5.6375,5.6205,1.3501,0.0
DHARAN-001,2026-01-08 13:00:00+05:45,6.42,6.4063,1.531,0.0
DHARAN-001,2026-01-08 14:00:00+05:45,6.5827,6.562,1.5769,0.0
DHARAN-001,2026-01-08 15:00:00+05:45,6.8699,6.8504,1.632,0.0
DHARAN-001,2026-01-08 16:00:00+05:45,6.7513,6.737,1.5881,0.0
DHARAN-001,2026-01-08 17:00:00+05:45,6.3356,6.3288,1.5157,0.0
DHARAN-001,2026-01-08 18:00:00+05:45,12.0522,12.0378,2.878,0.0
DHARAN-001,2026-01-08 19:00:00+05:45,12.8855,12.8766,3.0675,0.0
DHARAN-001,2026-01-08 20:00:00+05:45,13.1982,13.1845,3.1354,0.0
DHARAN-001,2026-01-08 21:00:00+05:45,12.4078,12.3913,2.949,0.0
DHARAN-001,2026-01-08 22:00:00+05:45,11.9824,11.9653,2.8536,0.0
DHARAN-001,2026-01-08 23:00:00+05:45,6.0746,6.0713,1.4445,0.0
DHARAN-001,2026-01-09 00:00:00+05:45,7.2439,7.2309,1.7128,0.0
DHARAN-001,2026-01-09 01:00:00+05:45,6.6073,6.6015,1.5961,0.0
DHARAN-001,2026-01-09 02:00:00+05:45,6.3296,6.3088,1.5172,0.0
DHARAN-001,2026-01-09 03:00:00+05:45,7.4801,7.4718,1.7922,0.0
DHARAN-001,2026-01-09 04:00:00+05:45,6.7036,6.6984,1.5808,0.0
DHARAN-001,2026-01-09 05:00:00+05:45,6.7189,6.7171,1.5824,0.0
DHARAN-001,2026-01-09 06:00:00+05:45,10.4222,10.4114,2.4855,0.0
DHARAN-001,2026-01-09 07:00:00+05:45,11.5041,11.5033,2.7368,0.0
DHARAN-001,2026-01-09 08:00:00+05:45,11.3215,11.2963,2.7011,0.0
DHARAN-001,2026-01-09 09:00:00+05:45,10.7431,10.7238,2.5639,0.0
DHARAN-001,2026-01-09 10:00:00+05:45,6.9229,6.9214,1.6441,0.0
DHARAN-001,2026-01-09 11:00:00+05:45,6.7503,6.7334,1.6171,0.0
DHARAN-001,2026-01-09 12:00:00+05:45,5.8208,5.8122,1.3817,0.0
DHARAN-001,2026-01-09 13:00:00+05:45,5.9026,5.8857,1.3986,0.0
DHARAN-001,2026-01-09 14:00:00+05:45,6.2691,6.2576,1.4788,0.0
DHARAN-001,2026-01-09 15:00:00+05:45,6.5474,6.5374,1.5564,0.0
DHARAN-001,2026-01-09 16:00:00+05:45,6.7366,6.7249,1.609,0.0
DHARAN-001,2026-01-09 17:00:00+05:45,7.1656,7.1613,1.716,0.0
DHARAN-001,2026-01-09 18:00:00+05:45,13.6289,13.6171,3.2207,0.0
DHARAN-001,2026-01-09 19:00:00+05:45,11.7264,11.7137,2.795,0.0
DHARAN-001,2026-01-09 20:00:00+05:45,12.5747,12.5551,3.0046,0.0
DHARAN-001,2026-01-09 21:00:00+05:45,12.9196,12.899,3.0903,0.0
DHARAN-001,2026-01-09 22:00:00+05:45,13.7564,13.7441,3.2737,0.0
DHARAN-001,2026-01-09 23:00:00+05:45,6.4735,6.4724,1.5355,0.0
DHARAN-001,2026-01-10 00:00:00+05:45,6.5877,6.558,1.5722,0.0
DHARAN-001,2026-01-10 01:00:00+05:45,6.4994,6.4933,1.5316,0.0
DHARAN-001,2026-01-10 02:00:00+05:45,6.8293,6.8212,1.623,0.0
DHARAN-001,2026-01-10 03:00:00+05:45,6.6584,6.646,1.5738,0.0
DHARAN-001,2026-01-10 04:00:00+05:45,5.667,5.6593,1.3495,0.0
DHARAN-001,2026-01-10 05:00:00+05:45,6.3447,6.3433,1.5114,0.0
DHARAN-001,2026-01-10 06:00:00+05:45,10.2898,10.279,2.4454,0.0
DHARAN-001,2026-01-10 07:00:00+05:45,9.8236,9.8064,2.3315,0.0
DHARAN-001,2026-01-10 08:00:00+05:45,10.6724,10.6507,2.5536,0.0
DHARAN-001,2026-01-10 09:00:00+05:45,11.3562,11.3379,2.6812,0.0
DHARAN-001,2026-01-10 10:00:00+05:45,6.7092,6.6877,1.599,0.0
DHARAN-001,2026-01-10 11:00:00+05:45,6.8856,6.8748,1.6275,0.0
DHARAN-001,2026-01-10 12:00:00+05:45,6.2819,6.2606,1.5003,0.0
DHARAN-001,2026-01-10 13:00:00+05:45,7.2573,7.2457,1.7323,0.0
DHARAN-001,2026-01-10 14:00:00+05:45,6.669,6.6463,1.5902,0.0
DHARAN-001,2026-01-10 15:00:00+05:45,5.3525,5.3438,1.2823,0.0
DHARAN-001,2026-01-10 16:00:00+05:45,5.3125,5.3048,1.2741,0.0
DHARAN-001,2026-01-10 17:00:00+05:45,6.4637,6.4506,1.5284,0.0
DHARAN-001,2026-01-10 18:00:00+05:45,12.1932,12.1698,2.9037,0.0
DHARAN-001,2026-01-10 19:00:00+05:45,12.1867,12.1672,2.9103,0.0
DHARAN-001,2026-01-10 20:00:00+05:45,12.6292,12.6143,3.0008,0.0
DHARAN-001,2026-01-10 21:00:00+05:45,13.0272,13.0123,3.1116,0.0
DHARAN-001,2026-01-10 22:00:00+05:45,12.5602,12.5577,3.0021,0.0
DHARAN-001,2026-01-10 23:00:00+05:45,6.8521,6.8453,1.6348,0.0
DHARAN-001,2026-01-11 00:00:00+05:45,6.5171,6.5139,1.541,0.0
DHARAN-001,2026-01-11 01:00:00+05:45,5.7293,5.7026,1.3729,0.0
DHARAN-001,2026-01-11 02:00:00+05:45,6.6936,6.6877,1.5864,0.0
DHARAN-001,2026-01-11 03:00:00+05:45,5.9742,5.9587,1.4182,0.0
DHARAN-001,2026-01-11 04:00:00+05:45,6.7896,6.7723,1.6183,0.0
DHARAN-001,2026-01-11 05:00:00+05:45,6.6313,6.6098,1.5715,0.0
DHARAN-001,2026-01-11 06:00:00+05:45,10.1785,10.1555,2.4449,0.0
DHARAN-001,2026-01-11 07:00:00+05:45,11.6426,11.6425,2.7818,0.0
DHARAN-001,2026-01-11 08:00:00+05:45,11.172,11.1426,2.6511,0.0
DHARAN-001,2026-01-11 09:00:00+05:45,11.3302,11.3223,2.7012,0.0
DHARAN-001,2026-01-11 10:00:00+05:45,6.5143,6.5074,1.5539,0.0
DHARAN-001,2026-01-11 11:00:00+05:45,7.6245,7.6004,1.7984,0.0
DHARAN-001,2026-01-11 12:00:00+05:45,6.0906,6.0705,1.442,0.0
DHARAN-001,2026-01-11 13:00:00+05:45,6.7935,6.7734,1.6056,0.0
DHARAN-001,2026-01-11 14:00:00+05:45,6.9189,6.9012,1.6413,0.0
DHARAN-001,2026-01-11 15:00:00+05:45,5.6249,5.6144,1.3385,0.0
DHARAN-001,2026-01-11 16:00:00+05:45,5.9427,5.9139,1.3989,0.0
DHARAN-001,2026-01-11 17:00:00+05:45,7.2158,7.19,1.7156,0.0
DHARAN-001,2026-01-11 18:00:00+05:45,12.7292,12.7229,3.0288,0.0
DHARAN-001,2026-01-11 19:00:00+05:45,12.9175,12.9129,3.075,0.0
DHARAN-001,2026-01-11 20:00:00+05:45,12.686,12.6566,3.0212,0.0
DHARAN-001,2026-01-11 21:00:00+05:45,13.1661,13.1491,3.1347,0.0
DHARAN-001,2026-01-11 22:00:00+05:45,12.7291,12.7228,3.0327,0.0
DHARAN-001,2026-01-11 23:00:00+05:45,6.4145,6.4095,1.5344,0.0
DHARAN-001,2026-01-12 00:00:00+05:45,6.7938,6.7931,1.6138,0.0
DHARAN-001,2026-01-12 01:00:00+05:45,6.4985,6.475,1.5378,0.0
DHARAN-001,2026-01-12 02:00:00+05:45,7.0391,7.0308,1.6756,0.0
DHARAN-001,2026-01-12 03:00:00+05:45,5.9881,5.9701,1.4225,0.0
DHARAN-001,2026-01-12 04:00:00+05:45,7.2133,7.1994,1.707,0.0
DHARAN-001,2026-01-12 05:00:00+05:45,5.8807,5.8639,1.4032,0.0
DHARAN-001,2026-01-12 06:00:00+05:45,10.9599,10.9429,2.615,0.0
DHARAN-001,2026-01-12 07:00:00+05:45,10.8057,10.7882,2.5788,0.0
DHARAN-001,2026-01-12 08:00:00+05:45,10.892,10.8748,2.591,0.0
DHARAN-001,2026-01-12 09:00:00+05:45,10.4913,10.4648,2.5025,0.0
DHARAN-001,2026-01-12 10:00:00+05:45,5.8501,5.85,1.4131,0.0
DHARAN-001,2026-01-12 11:00:00+05:45,6.5364,6.5223,1.556,0.0
DHARAN-001,2026-01-12 12:00:00+05:45,7.0255,7.0074,1.6982,0.0
DHARAN-001,2026-01-12 13:00:00+05:45,7.2624,7.2504,1.7399,0.0
DHARAN-001,2026-01-12 14:00:00+05:45,6.1053,6.0929,1.4622,0.0
DHARAN-001,2026-01-12 15:00:00+05:45,7.3134,7.3011,1.7238,0.0
DHARAN-001,2026-01-12 16:00:00+05:45,7.4821,7.453,1.7811,0.0
DHARAN-001,2026-01-12 17:00:00+05:45,6.4787,6.4608,1.5413,0.0
DHARAN-001,2026-01-12 18:00:00+05:45,14.3512,14.3418,3.4088,0.0
DHARAN-001,2026-01-12 19:00:00+05:45,13.1889,13.1778,3.1437,0.0
DHARAN-001,2026-01-12 20:00:00+05:45,13.1742,13.1569,3.1364,0.0
DHARAN-001,2026-01-12 21:00:00+05:45,12.7355,12.7171,3.0291,0.0
DHARAN-001,2026-01-12 22:00:00+05:45,11.7654,11.7583,2.7949,0.0
DHARAN-001,2026-01-12 23:00:00+05:45,5.7912,5.7756,1.3794,0.0
DHARAN-001,2026-01-13 00:00:00+05:45,6.2042,6.2,1.4693,0.0
DHARAN-001,2026-01-13 01:00:00+05:45,6.292,6.2774,1.5037,0.0
DHARAN-001,2026-01-13 02:00:00+05:45,6.6207,6.5999,1.586,0.0
DHARAN-001,2026-01-13 03:00:00+05:45,6.4766,6.4759,1.5601,0.0
DHARAN-001,2026-01-13 04:00:00+05:45,6.5055,6.4913,1.551,0.0
DHARAN-001,2026-01-13 05:00:00+05:45,6.5154,6.4928,1.5491,0.0
DHARAN-001,2026-01-13 06:00:00+05:45,10.478,10.4717,2.5059,0.0
DHARAN-001,2026-01-13 07:00:00+05:45,11.2803,11.2687,2.6739,0.0
DHARAN-001,2026-01-13 08:00:00+05:45,9.7558,9.7475,2.339,0.0
DHARAN-001,2026-01-13 09:00:00+05:45,10.7874,10.7721,2.5723,0.0
DHARAN-001,2026-01-13 10:00:00+05:45,6.4054,6.3958,1.5151,0.0
DHARAN-001,2026-01-13 11:00:00+05:45,6.105,6.1023,1.449,0.0
DHARAN-001,2026-01-13 12:00:00+05:45,6.721,6.7072,1.5993,0.0
DHARAN-001,2026-01-13 13:00:00+05:45,7.2961,7.2646,1.7431,0.0
DHARAN-001,2026-01-13 14:00:00+05:45,6.3558,6.3402,1.5254,0.0
DHARAN-001,2026-01-13 15:00:00+05:45,5.948,5.9298,1.4234,0.0
DHARAN-001,2026-01-13 16:00:00+05:45,6.7756,6.7527,1.6192,0.0
DHARAN-001,2026-01-13 17:00:00+05:45,7.1613,7.1421,1.6914,0.0
DHARAN-001,2026-01-13 18:00:00+05:45,13.3269,13.3145,3.191,0.0
DHARAN-001,2026-01-13 19:00:00+05:45,12.2828,12.2723,2.9233,0.0
DHARAN-001,2026-01-13 20:00:00+05:45,12.7065,12.6929,3.0074,0.0
DHARAN-001,2026-01-13 21:00:00+05:45,12.9142,12.8986,3.077,0.0
DHARAN-001,2026-01-13 22:00:00+05:45,12.7359,12.7116,3.0281,0.0
DHARAN-001,2026-01-13 23:00:00+05:45,7.3632,7.3435,1.7502,0.0
DHARAN-001,2026-01-14 00:00:00+05:45,5.9369,5.9144,1.4144,0.0
DHARAN-001,2026-01-14 01:00:00+05:45,6.9654,6.9433,1.6564,0.0
DHARAN-001,2026-01-14 02:00:00+05:45,6.8159,6.7985,1.6114,0.0
